Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
Regional government,Fixed salary-earners,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2015,197.68
Regional government,Fixed salary-earners,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2015,223.41
Regional government,Fixed salary-earners,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2015,251.11
Regional government,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2015,37040.93
Regional government,Fixed salary-earners,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2015,79743.0
Municipal government,All forms of pay,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2015,315.26
Municipal government,All forms of pay,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2015,0.45
Municipal government,All forms of pay,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2015,45.75
Municipal government,All forms of pay,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2015,263.61
Municipal government,All forms of pay,General managers,Mean of men and women,"Lower quartile, standardized earnings",2015,258.75
Municipal government,All forms of pay,General managers,Mean of men and women,"Median, standardized hourly earnings",2015,297.75
Municipal government,All forms of pay,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2015,349.36
Municipal government,All forms of pay,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2015,50545.8
Municipal government,All forms of pay,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2015,23510.0
Municipal government,All forms of pay,General managers,Men,STANDARDIZED HOURLY EARNINGS,2015,338.88
Municipal government,All forms of pay,General managers,Men,Fringe benefits in DKK per standard hour,2015,0.57
Municipal government,All forms of pay,General managers,Men,Pension including ATP in DKK per standard hour,2015,49.39
Municipal government,All forms of pay,General managers,Men,Basic earnings in DKK per standard hour,2015,281.69
Municipal government,All forms of pay,General managers,Men,"Lower quartile, standardized earnings",2015,272.92
Municipal government,All forms of pay,General managers,Men,"Median, standardized hourly earnings",2015,320.0
Municipal government,All forms of pay,General managers,Men,"Upper quartile, standardized hourly earnings",2015,377.37
Municipal government,All forms of pay,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2015,54331.88
Municipal government,All forms of pay,General managers,Men,Number of fulltime employees in the earnings statistics,2015,8414.0
Municipal government,All forms of pay,General managers,Women,STANDARDIZED HOURLY EARNINGS,2015,301.9
Municipal government,All forms of pay,General managers,Women,Fringe benefits in DKK per standard hour,2015,0.39
Municipal government,All forms of pay,General managers,Women,Pension including ATP in DKK per standard hour,2015,43.69
Municipal government,All forms of pay,General managers,Women,Basic earnings in DKK per standard hour,2015,253.39
Municipal government,All forms of pay,General managers,Women,"Lower quartile, standardized earnings",2015,254.59
Municipal government,All forms of pay,General managers,Women,"Median, standardized hourly earnings",2015,285.82
Municipal government,All forms of pay,General managers,Women,"Upper quartile, standardized hourly earnings",2015,330.77
Municipal government,All forms of pay,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2015,48403.9
Municipal government,All forms of pay,General managers,Women,Number of fulltime employees in the earnings statistics,2015,15095.0
Municipal government,All forms of pay,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2015,222.67
Municipal government,All forms of pay,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2015,0.08
Municipal government,All forms of pay,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2015,28.86
Municipal government,All forms of pay,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2015,186.66
Municipal government,All forms of pay,Employees,Mean of men and women,"Lower quartile, standardized earnings",2015,187.28
Municipal government,All forms of pay,Employees,Mean of men and women,"Median, standardized hourly earnings",2015,217.12
Municipal government,All forms of pay,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2015,248.94
Municipal government,All forms of pay,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2015,35700.77
Municipal government,All forms of pay,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2015,359215.0
Municipal government,All forms of pay,Employees,Men,STANDARDIZED HOURLY EARNINGS,2015,235.31
Municipal government,All forms of pay,Employees,Men,Fringe benefits in DKK per standard hour,2015,0.14
Municipal government,All forms of pay,Employees,Men,Pension including ATP in DKK per standard hour,2015,31.04
Municipal government,All forms of pay,Employees,Men,Basic earnings in DKK per standard hour,2015,197.62
Municipal government,All forms of pay,Employees,Men,"Lower quartile, standardized earnings",2015,192.87
Municipal government,All forms of pay,Employees,Men,"Median, standardized hourly earnings",2015,225.92
Municipal government,All forms of pay,Employees,Men,"Upper quartile, standardized hourly earnings",2015,265.78
Municipal government,All forms of pay,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2015,37726.67
Municipal government,All forms of pay,Employees,Men,Number of fulltime employees in the earnings statistics,2015,83905.0
Municipal government,All forms of pay,Employees,Women,STANDARDIZED HOURLY EARNINGS,2015,218.69
Municipal government,All forms of pay,Employees,Women,Fringe benefits in DKK per standard hour,2015,0.06
Municipal government,All forms of pay,Employees,Women,Pension including ATP in DKK per standard hour,2015,28.18
Municipal government,All forms of pay,Employees,Women,Basic earnings in DKK per standard hour,2015,183.22
Municipal government,All forms of pay,Employees,Women,"Lower quartile, standardized earnings",2015,185.79
Municipal government,All forms of pay,Employees,Women,"Median, standardized hourly earnings",2015,214.94
Municipal government,All forms of pay,Employees,Women,"Upper quartile, standardized hourly earnings",2015,243.2
Municipal government,All forms of pay,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2015,35062.83
Municipal government,All forms of pay,Employees,Women,Number of fulltime employees in the earnings statistics,2015,275310.0
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2015,215.88
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2015,0.05
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2015,27.62
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2015,181.02
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2015,185.01
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2015,213.89
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2015,241.16
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2015,34611.36
Municipal government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2015,335706.0
Municipal government,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2015,223.39
Municipal government,All forms of pay,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2015,0.09
Municipal government,All forms of pay,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2015,28.93
Municipal government,All forms of pay,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2015,187.95
Municipal government,All forms of pay,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2015,189.13
Municipal government,All forms of pay,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2015,220.24
Municipal government,All forms of pay,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2015,256.18
Municipal government,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2015,35816.83
Municipal government,All forms of pay,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2015,75491.0
Municipal government,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2015,213.62
Municipal government,All forms of pay,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2015,0.04
